Label,area_0,area_1,area_2,area_3,area_4,perimeter_0,circularity_0,mean_intensity,std_intensity
Parasitized,2192.5,35.5,0,0,0,228.21,0.529,100.3442,71.9555
Parasitized,2684.0,46.5,8.0,2.0,0,227.48,0.6518,116.2444,65.6856
Parasitized,2328.0,32.5,0,0,0,231.14,0.5476,106.533,72.4436
Parasitized,1869.5,3.0,0,0,0,238.55,0.4128,91.6064,76.8951
Parasitized,1569.0,0,0,0,0,260.25,0.2911,78.0757,73.6658
Parasitized,2186.5,38.5,0.5,0,0,215.24,0.5931,96.5781,69.9
Parasitized,2544.5,49.0,14.5,11.0,0,230.41,0.6023,111.6033,68.8183
Parasitized,2496.0,37.5,29.5,0,0,211.48,0.7013,110.1057,71.0949
Parasitized,2198.0,0,0,0,0,247.62,0.4505,104.8467,75.1566
Parasitized,2864.5,33.0,0,0,0,218.41,0.7546,126.9595,65.1975
Parasitized,2147.0,17.5,0,0,0,219.14,0.5618,100.2527,77.9953
Parasitized,2014.5,0,0,0,0,334.84,0.2258,96.9224,66.4985
Parasitized,2847.0,50.0,0,0,0,227.82,0.6893,123.9514,62.861
Parasitized,2134.5,39.0,11.0,0,0,232.21,0.4975,96.1277,69.9532
Parasitized,2379.0,26.0,0,0,0,202.65,0.728,107.28,74.2197
Parasitized,2782.0,41.0,29.5,11.0,0,220.31,0.7203,119.8667,64.4052
Parasitized,2489.0,7.0,0,0,0,209.97,0.7095,116.2043,76.0197
Parasitized,2219.5,0,0,0,0,212.21,0.6194,96.8374,66.5664
Parasitized,2789.0,99.0,24.0,16.5,0,226.31,0.6843,114.8613,59.7968
Parasitized,2900.5,38.5,0,0,0,216.75,0.7758,124.2869,61.9571
Parasitized,2594.0,36.5,0,0,0,226.79,0.6337,113.8953,66.9685
Parasitized,1910.5,0,0,0,0,229.87,0.4544,89.1226,73.6844
Parasitized,2759.0,39.0,0,0,0,213.82,0.7583,123.4724,68.9393
Parasitized,2888.5,45.5,0,0,0,230.07,0.6858,127.5315,62.7883
Parasitized,2527.5,65.0,0,0,0,237.18,0.5646,111.792,67.8734
Parasitized,2056.5,0,0,0,0,283.04,0.3226,98.9822,72.7926
Parasitized,2707.5,105.0,0,0,0,228.07,0.6541,118.4666,66.7664
Parasitized,2271.5,79.0,3.0,0,0,248.89,0.4608,100.8315,66.2198
Parasitized,2897.0,52.5,49.5,37.5,2.0,227.48,0.7035,121.9348,60.2832
Parasitized,2926.5,45.5,0,0,0,219.58,0.7627,127.7566,63.9191
Parasitized,2563.5,0,0,0,0,229.72,0.6104,114.7202,70.2541
Parasitized,2035.0,5.5,0,0,0,212.31,0.5673,96.3306,79.7587
Parasitized,2543.5,0,0,0,0,216.21,0.6838,118.2546,73.8562
Parasitized,2805.0,36.0,0,0,0,224.31,0.7006,128.437,68.521
Parasitized,2552.5,48.5,0,0,0,218.55,0.6715,117.5603,73.21
Parasitized,2791.5,68.0,0,0,0,219.1,0.7308,123.5479,65.914
Parasitized,2497.5,65.0,36.5,0,0,210.55,0.7079,109.0012,70.2494
Parasitized,2101.0,0,0,0,0,234.65,0.4795,97.0588,75.3538
Parasitized,2512.5,0,0,0,0,259.58,0.4686,116.3567,68.2494
Parasitized,2079.0,49.5,1.5,0,0,208.51,0.6009,96.1843,72.3788
Parasitized,2385.0,68.0,43.5,0,0,224.17,0.5964,105.8635,70.3106
Parasitized,2758.5,43.0,0,0,0,222.21,0.702,125.9783,69.605
Parasitized,2948.0,36.5,34.5,0,0,220.85,0.7595,129.0684,62.5949
Parasitized,2121.5,11.0,0,0,0,213.72,0.5836,98.4771,75.3793
Parasitized,1144.5,114.0,53.0,1.5,0,252.89,0.2249,87.5725,63.0363
Parasitized,2862.0,0,0,0,0,242.31,0.6126,126.8965,62.9036
Parasitized,622.5,45.5,15.0,1.0,0,164.95,0.2875,68.3972,56.495
Parasitized,2828.0,0,0,0,0,235.82,0.639,129.6575,66.4322
Parasitized,2329.0,14.0,0,0,0,258.94,0.4365,105.5188,67.1298
Parasitized,2827.0,41.0,0,0,0,216.99,0.7545,126.1067,65.009
Parasitized,2788.5,42.0,0,0,0,214.55,0.7612,126.5708,68.5207
Parasitized,2367.0,27.0,0,0,0,226.45,0.58,107.0505,72.9839
Parasitized,2535.0,23.5,0,0,0,222.31,0.6446,115.5984,72.627
Parasitized,2467.5,41.5,0,0,0,234.55,0.5636,112.0398,70.4089
Parasitized,2551.5,27.5,0,0,0,222.07,0.6502,113.7798,68.7712
Parasitized,2739.5,41.5,0,0,0,223.72,0.6878,123.8271,68.6272
Parasitized,2846.5,49.0,17.5,0,0,217.24,0.758,124.2271,63.2918
Parasitized,2761.5,52.5,37.5,0,0,231.72,0.6463,119.5547,65.1344
Parasitized,2974.5,52.5,0,0,0,215.58,0.8043,129.5481,63.9996
Parasitized,2847.0,64.5,0,0,0,215.82,0.7681,124.0674,64.4779
Parasitized,2558.5,28.5,0,0,0,214.89,0.6962,117.2771,73.4756
Parasitized,2589.5,81.5,0,0,0,215.24,0.7024,112.9897,67.9059
Parasitized,2906.5,40.5,0,0,0,211.58,0.8159,126.6428,64.9087
Parasitized,2624.0,0,0,0,0,222.99,0.6631,117.0508,69.6983
Parasitized,2719.0,0,0,0,0,227.28,0.6615,121.0125,64.6373
Parasitized,2701.0,68.0,0,0,0,221.48,0.6919,118.2583,64.193
Parasitized,2886.5,44.5,0,0,0,262.21,0.5276,123.0823,57.5724
Parasitized,2604.0,0,0,0,0,231.14,0.6125,113.9919,64.0604
Parasitized,2718.0,15.0,0,0,0,210.65,0.7697,124.6685,71.0917
Parasitized,2594.5,0.5,0,0,0,228.21,0.626,119.0583,68.9382
Parasitized,2783.0,52.5,22.5,0,0,214.99,0.7566,120.4746,64.2461
Parasitized,2674.0,21.0,12.5,0,0,216.79,0.715,118.0242,68.0068
Parasitized,2916.5,64.5,0,0,0,263.87,0.5264,126.9294,58.4867
Parasitized,2910.0,35.5,35.0,34.0,0,214.65,0.7937,125.043,62.6557
Parasitized,2703.5,25.0,0,0,0,215.24,0.7333,120.6108,69.8082
Parasitized,2664.5,50.0,0,0,0,210.41,0.7563,114.894,65.4117
Parasitized,2604.5,34.0,0,0,0,234.55,0.5949,116.6624,68.2961
Parasitized,2741.5,23.5,0,0,0,216.89,0.7323,123.637,69.5801
Parasitized,2317.5,33.5,0,0,0,234.55,0.5294,107.3384,73.5511
Parasitized,2327.0,65.5,42.0,0,0,220.99,0.5987,107.7312,68.5806
Parasitized,2827.0,40.0,0,0,0,220.65,0.7297,125.6062,66.0632
Parasitized,2553.0,39.0,7.0,0,0,225.48,0.631,115.8062,68.4913
Parasitized,2840.5,26.5,0,0,0,211.58,0.7974,126.54,66.0176
Parasitized,2706.5,0,0,0,0,223.72,0.6795,123.5491,70.9746
Parasitized,2787.5,26.0,0,0,0,215.72,0.7527,124.1313,67.7861
Parasitized,2232.5,22.5,13.5,0,0,237.87,0.4958,105.1982,74.4668
Parasitized,2716.5,90.0,54.5,0,0,219.72,0.7071,113.7322,61.9936
Parasitized,2055.0,106.0,0,0,0,216.31,0.5519,93.2744,72.2694
Parasitized,2797.5,47.0,0,0,0,234.55,0.639,124.3916,65.0802
Parasitized,2035.0,60.0,24.0,0,0,224.45,0.5076,100.218,73.8791
Parasitized,2528.0,61.0,0,0,0,213.62,0.6961,108.6091,66.1818
Parasitized,2734.5,47.5,35.5,0,0,217.24,0.7281,119.967,68.4647
Parasitized,2733.5,105.0,0,0,0,237.38,0.6096,118.5771,64.1321
Parasitized,1974.5,30.5,0,0,0,235.72,0.4465,93.741,75.7939
Parasitized,2570.5,44.5,0,0,0,215.72,0.6941,115.926,70.1641
Parasitized,2814.5,1.5,0,0,0,242.55,0.6012,122.6951,58.4832
Parasitized,2636.5,0,0,0,0,229.04,0.6316,119.248,68.3951
Parasitized,2617.0,46.5,41.0,0,0,242.45,0.5595,113.8943,63.7306
Parasitized,2545.5,33.0,25.5,0,0,212.55,0.708,112.6748,68.8419
Parasitized,2208.5,35.0,23.5,0,0,220.07,0.5731,97.4404,71.4106
Parasitized,2715.0,0,0,0,0,220.31,0.7029,124.5835,67.4159
Parasitized,2493.0,7.0,0,0,0,240.31,0.5425,110.0854,66.0089
Parasitized,2682.5,43.0,0,0,0,228.07,0.6481,117.1106,65.4497
Parasitized,2675.0,0,0,0,0,225.97,0.6583,124.7954,70.1348
Parasitized,2616.0,38.0,0,0,0,217.82,0.6928,116.4988,68.7291
Parasitized,2514.5,72.5,0,0,0,224.41,0.6275,110.4373,67.9762
Parasitized,2785.5,0,0,0,0,232.55,0.6473,122.9211,65.093
Parasitized,2468.0,31.0,0,0,0,243.28,0.524,112.9866,68.3488
Parasitized,2793.0,53.5,0,0,0,214.17,0.7652,121.822,66.3487
Parasitized,2650.0,45.5,0,0,0,225.48,0.655,116.8943,65.4651
Parasitized,2282.5,23.5,0,0,0,214.89,0.6211,105.9268,75.8981
Parasitized,2708.0,0,0,0,0,225.14,0.6714,119.7542,66.9128
Parasitized,2535.5,74.0,0,0,0,219.72,0.66,108.3589,66.2974
Parasitized,2495.0,0,0,0,0,239.14,0.5483,114.0806,68.9664
Parasitized,2654.0,27.0,24.0,24.0,0,229.97,0.6306,119.115,67.9065
Parasitized,1834.0,7.0,0,0,0,256.79,0.3495,90.4482,76.8495
Parasitized,2235.0,55.0,8.0,0,0,231.48,0.5242,98.647,70.719
Parasitized,1818.0,33.0,15.0,15.0,9.5,350.39,0.1861,103.0703,59.0979
Parasitized,2548.5,39.0,12.5,5.5,0,243.04,0.5422,109.5635,65.5933
Parasitized,2531.5,73.5,0,0,0,222.55,0.6423,111.7639,69.6058
Parasitized,2252.5,57.0,21.5,0,0,216.41,0.6044,99.6609,70.7299
Parasitized,2570.0,0,0,0,0,217.68,0.6816,116.4216,69.1462
Parasitized,2499.5,44.0,43.0,28.5,0,214.55,0.6823,108.9458,68.1238
Parasitized,2651.5,16.5,0,0,0,212.07,0.7409,122.2852,72.8921
Parasitized,2515.5,35.0,0,0,0,247.72,0.5151,112.6047,67.6715
Parasitized,2030.0,42.0,25.0,0,0,212.02,0.5675,94.8542,71.1202
Parasitized,2067.0,0,0,0,0,238.11,0.4581,98.6282,73.9008
Parasitized,2875.5,66.0,0,0,0,219.24,0.7518,129.6421,65.8161
Parasitized,2563.5,175.0,0,0,0,225.24,0.635,110.6833,67.4104
Parasitized,2879.5,47.0,2.0,0,0,212.41,0.802,123.1611,63.4541
Parasitized,2869.0,34.5,24.5,0,0,214.51,0.7835,124.5959,65.4529
Parasitized,2722.0,31.0,29.5,0,0,212.99,0.754,118.6548,67.5307
Parasitized,2794.0,43.5,0,0,0,211.82,0.7825,123.572,66.4952
Parasitized,2949.5,26.0,0,0,0,221.44,0.7559,131.301,63.1276
Parasitized,2523.5,34.0,0,0,0,213.72,0.6942,115.8464,73.9302
Parasitized,2734.5,29.5,0,0,0,221.72,0.699,123.3469,68.7981
Parasitized,2489.5,41.0,0,0,0,239.72,0.5444,111.4966,69.8189
Parasitized,2055.0,50.0,26.0,0,0,224.94,0.5104,102.197,75.3421
Parasitized,2169.0,29.5,0,0,0,216.79,0.5799,98.7051,73.004
Parasitized,2722.5,28.5,0,0,0,220.55,0.7033,124.0984,70.543
Parasitized,2404.0,46.0,0,0,0,250.11,0.4829,105.623,68.11
Parasitized,2436.5,0,0,0,0,231.72,0.5702,111.9158,72.5935
Parasitized,3062.5,36.5,0,0,0,216.27,0.8228,133.2185,61.8954
Parasitized,2919.5,46.0,44.5,0,0,228.41,0.7032,123.9768,61.0019
Parasitized,2826.5,21.5,0,0,0,220.07,0.7334,128.7483,65.6304
Parasitized,2870.0,0,0,0,0,242.31,0.6143,129.0239,61.8387
Parasitized,2048.0,24.5,0,0,0,283.08,0.3212,99.4229,73.9037
Parasitized,2812.5,37.0,0,0,0,216.89,0.7513,125.511,66.2603
Parasitized,2223.0,40.5,0,0,0,233.14,0.514,101.7019,75.545
Parasitized,2679.5,34.5,0,0,0,212.41,0.7463,122.8428,72.1155
Parasitized,2755.0,38.5,8.5,0,0,239.48,0.6037,123.0151,65.0432
Parasitized,2911.5,38.5,0,0,0,232.41,0.6774,130.967,62.5522
Parasitized,171.5,54.0,50.0,18.0,4.5,62.87,0.5452,71.1453,43.9567
Parasitized,2096.5,51.5,0,0,0,222.75,0.531,94.7974,71.7135
Parasitized,2944.5,55.5,0,0,0,211.24,0.8292,125.9111,62.8407
Parasitized,2742.0,47.0,40.0,0,0,217.82,0.7262,118.4358,65.2971
Parasitized,2782.0,0,0,0,0,231.14,0.6544,122.3782,66.0114
Parasitized,2737.0,0,0,0,0,229.14,0.6551,121.9587,66.5584
Parasitized,2408.0,26.0,5.5,0,0,216.51,0.6455,109.4229,71.4044
Parasitized,2851.0,25.0,15.0,0,0,217.48,0.7575,129.5986,68.1718
Parasitized,2838.0,58.5,33.5,8.5,0,227.82,0.6871,123.0925,64.1653
Parasitized,2719.0,60.5,0,0,0,229.48,0.6488,119.4692,64.6923
Parasitized,2955.0,44.5,0,0,0,214.17,0.8096,128.9075,63.3966
Parasitized,2280.5,31.5,5.5,0,0,216.07,0.6139,103.2593,73.3423
Parasitized,3032.5,42.5,0,0,0,213.92,0.8327,131.2178,62.2371
Parasitized,1594.5,0,0,0,0,278.84,0.2577,79.0527,68.2167
Parasitized,2410.0,80.0,12.0,0,0,231.97,0.5628,109.7654,69.0636
Parasitized,1308.5,2.0,1.5,0,0,296.84,0.1866,95.2009,54.0085
Parasitized,2534.0,61.5,0,0,0,212.65,0.7042,113.3328,68.9883
Parasitized,2789.0,41.0,25.5,0,0,217.82,0.7387,125.3105,67.5279
Parasitized,2842.5,38.0,0,0,0,219.92,0.7385,125.1836,65.4674
Parasitized,2654.5,45.0,0,0,0,213.24,0.7336,117.3149,69.5793
Parasitized,2967.0,42.5,0,0,0,214.51,0.8103,130.0681,63.9614
Parasitized,2906.5,57.0,45.5,4.0,0,213.58,0.8007,119.5042,59.6991
Parasitized,2867.0,69.5,32.0,0,0,210.99,0.8093,121.6467,63.9734
Parasitized,2346.5,44.5,43.5,0,0,252.89,0.4611,105.4988,69.9908
Parasitized,2764.5,0,0,0,0,228.07,0.6679,126.2944,69.0599
Parasitized,2564.0,49.0,0,0,0,204.79,0.7682,117.5581,74.73
Parasitized,2138.5,0,0,0,0,238.55,0.4722,103.1741,73.687
Parasitized,1951.0,0.0,0,0,0,306.59,0.2608,101.4949,62.0046
Parasitized,2541.5,0,0,0,0,242.55,0.5429,114.6541,68.0179
Parasitized,2104.0,30.0,16.5,0,0,241.97,0.4516,95.2114,68.5498
Parasitized,2238.5,44.5,0,0,0,239.72,0.4895,101.4819,70.4036
Parasitized,2121.5,0,0,0,0,231.24,0.4986,99.0061,71.5652
Parasitized,1869.5,56.0,0,0,0,210.55,0.5299,86.7209,74.5646
Parasitized,2697.0,59.0,0,0,0,210.99,0.7613,119.7698,68.4016
Parasitized,2242.5,0,0,0,0,255.87,0.4304,108.9802,74.994
Parasitized,2558.0,0,0,0,0,221.97,0.6524,114.9236,70.2006
Parasitized,2264.5,44.5,0,0,0,216.07,0.6095,100.1677,71.7994
Parasitized,2759.5,48.0,0,0,0,216.55,0.7395,119.1375,64.7094
Parasitized,1459.0,0,0,0,0,241.97,0.3132,72.3218,72.1446
Parasitized,2855.5,47.0,0,0,0,216.41,0.7662,119.4038,57.5769
Parasitized,2613.0,0,0,0,0,224.31,0.6526,115.6621,68.0061
Parasitized,2648.5,57.0,0,0,0,210.89,0.7483,116.4248,66.4415
Parasitized,2709.5,116.0,0,0,0,212.07,0.7571,116.4175,66.1977
Parasitized,2777.5,428.0,0,0,0,209.24,0.7972,118.7432,64.7575
Parasitized,2296.0,0,0,0,0,213.62,0.6322,101.4619,71.3778
Parasitized,2683.5,36.5,0,0,0,207.24,0.7852,122.178,70.9119
Parasitized,2495.5,0,0,0,0,240.55,0.5419,110.8857,66.6436
Parasitized,2563.0,120.5,37.5,34.5,15.0,204.65,0.769,109.2429,65.4352
Parasitized,2168.5,62.0,16.5,0,0,211.72,0.6079,93.4966,68.6057
Parasitized,2799.5,36.0,31.5,0,0,220.07,0.7264,120.6311,63.7245
Parasitized,2321.0,33.0,0,0,0,235.28,0.5269,101.7524,68.1363
Parasitized,2462.0,66.0,26.0,21.5,0,232.99,0.5699,113.5649,63.2328
Parasitized,2068.0,26.0,0,0,0,238.45,0.457,96.1355,74.2928
Parasitized,2805.0,23.5,5.5,0,0,217.82,0.7429,125.853,68.073
Parasitized,2176.5,46.0,29.0,0,0,246.55,0.4499,95.7815,69.6198
Parasitized,2198.0,40.0,0,0,0,221.14,0.5648,97.3501,71.5154
Parasitized,2462.0,152.0,7.5,0,0,213.48,0.6789,108.884,67.9052
Parasitized,2808.5,115.0,0,0,0,218.75,0.7375,121.1807,60.9403
Parasitized,2201.0,63.5,0,0,0,259.14,0.4119,99.9436,68.8824
Parasitized,2123.0,0,0,0,0,201.48,0.6572,97.6711,75.2621
Parasitized,2557.5,53.0,0,0,0,207.38,0.7473,113.3977,71.1391
Parasitized,2823.5,20.5,7.5,0,0,213.24,0.7803,127.8853,68.4537
Parasitized,2590.5,50.0,0,0,0,220.75,0.668,113.3137,67.4678
Parasitized,2770.5,54.0,0,0,0,216.07,0.7458,122.3562,67.5679
Parasitized,1594.0,0,0,0,0,218.02,0.4214,72.0283,71.7033
Parasitized,2478.0,62.0,12.0,0,0,244.79,0.5196,115.3245,67.7859
Parasitized,2550.5,15.0,0,0,0,239.72,0.5577,115.3677,66.8944
Parasitized,2805.0,30.0,0,0,0,213.82,0.771,131.0945,72.0728
Parasitized,2548.5,26.5,0,0,0,211.24,0.7177,118.7234,74.2109
Parasitized,2671.0,14.0,0,0,0,222.65,0.6771,119.4509,66.4005
Parasitized,2908.5,64.0,0,0,0,227.72,0.7048,128.6941,62.6059
Parasitized,2719.0,0,0,0,0,214.79,0.7406,125.8018,69.7913
Parasitized,1978.0,0,0,0,0,248.99,0.4009,92.9924,76.0257
Parasitized,2681.5,33.5,0,0,0,222.21,0.6824,122.1973,68.9738
Parasitized,2306.0,32.5,23.5,3.0,0,242.31,0.4936,105.7869,71.4458
Parasitized,2068.0,3.5,0,0,0,221.82,0.5281,100.9124,78.0002
Parasitized,2831.5,28.5,0,0,0,218.89,0.7426,127.584,66.629
Parasitized,2087.5,27.0,21.0,1.0,0,242.41,0.4464,96.0403,71.9603
Parasitized,1795.0,50.5,26.0,22.0,8.5,196.85,0.5821,87.1057,75.8788
Parasitized,2231.0,0,0,0,0,249.14,0.4517,103.9463,71.4197
Parasitized,2718.5,33.5,22.5,0,0,216.41,0.7294,124.5989,70.1071
Parasitized,2425.5,0,0,0,0,243.38,0.5146,116.0261,73.5278
Parasitized,2837.5,11.0,0,0,0,219.24,0.7418,132.7766,70.2867
Parasitized,1001.0,0,0,0,0,288.11,0.1515,60.5142,66.9056
Parasitized,2665.0,55.5,4.0,0,0,221.97,0.6797,119.1794,68.5433
Parasitized,2318.5,58.5,0,0,0,217.72,0.6146,104.1523,71.9385
Parasitized,1851.5,0,0,0,0,239.24,0.4065,90.0566,76.2779
Parasitized,2489.5,35.5,0,0,0,223.38,0.627,112.9202,71.2348
Parasitized,2432.5,118.5,70.5,66.0,0,224.75,0.6051,103.179,66.1216
Parasitized,2497.5,24.0,0,0,0,205.04,0.7465,114.8721,75.7351
Parasitized,2758.0,47.0,0,0,0,220.31,0.7141,127.0344,70.3391
Parasitized,2594.0,41.0,27.5,0,0,217.97,0.6861,113.0984,65.5444
Parasitized,2678.5,0,0,0,0,237.04,0.5991,122.543,67.4662
Parasitized,2736.5,40.0,0,0,0,214.07,0.7504,118.2087,65.0034
Parasitized,2696.5,46.0,0,0,0,217.72,0.7148,120.6956,69.1811
Parasitized,2779.0,34.5,29.5,0,0,213.48,0.7663,120.1431,65.4308
Parasitized,1796.5,182.0,3.5,0,0,207.58,0.5239,81.3447,70.6858
Parasitized,2909.0,35.5,0,0,0,217.14,0.7753,128.9429,64.9978
Parasitized,2900.0,40.0,0,0,0,220.17,0.7518,124.5635,61.3247
Parasitized,2717.0,46.5,0,0,0,217.14,0.7242,118.8098,65.1124
Parasitized,1860.0,93.5,0,0,0,203.34,0.5653,82.9763,66.2312
Parasitized,2902.5,0,0,0,0,235.72,0.6564,128.7324,61.5722
Parasitized,2498.0,5.5,0,0,0,236.79,0.5598,108.4272,65.7452
Parasitized,2442.0,54.5,0,0,0,213.48,0.6733,106.7874,68.3764
Parasitized,2684.5,203.5,5.5,0,0,219.58,0.6997,115.1975,63.599
Parasitized,2642.0,57.0,11.5,0,0,211.82,0.7399,116.1431,69.4542
Parasitized,2520.0,0,0,0,0,223.62,0.6333,113.9602,71.3261
Parasitized,2974.5,41.5,0,0,0,226.75,0.727,131.783,60.8039
Parasitized,2054.5,67.0,6.0,0,0,234.21,0.4707,91.5405,70.1945
Parasitized,2469.5,0,0,0,0,258.21,0.4655,110.0198,66.1007
Parasitized,2365.0,0,0,0,0,243.14,0.5027,106.272,69.2601
Parasitized,2255.5,21.0,0,0,0,225.38,0.558,101.6462,71.738
Parasitized,2418.0,26.0,0,0,0,233.14,0.559,111.125,73.7577
Parasitized,2507.0,59.5,14.0,13.0,10.0,240.65,0.544,106.6487,61.2215
Parasitized,2116.0,0,0,0,0,270.59,0.3632,100.3765,73.2682
Parasitized,2930.5,35.5,0,0,0,219.58,0.7638,130.6008,64.2228
Parasitized,2545.0,40.0,0,0,0,206.65,0.7489,114.5664,69.5442
Parasitized,2814.0,27.0,24.5,0,0,213.48,0.7759,127.3337,68.6195
Parasitized,1948.5,26.0,0,0,0,230.55,0.4607,88.5698,72.3618
Parasitized,2771.0,45.5,14.0,0,0,220.99,0.713,121.1064,65.8518
Parasitized,2846.5,0,0,0,0,233.24,0.6575,131.7461,65.8591
Parasitized,2778.5,57.5,0,0,0,226.89,0.6782,121.1211,62.7204
Parasitized,2572.5,27.5,0,0,0,218.89,0.6747,114.854,71.1019
Parasitized,2419.0,0,0,0,0,244.79,0.5073,110.042,72.8763
Parasitized,2722.0,38.0,0,0,0,214.17,0.7458,122.7693,68.617
Parasitized,2787.5,38.0,0,0,0,245.38,0.5818,124.1621,63.5348
